,bin,lat,lon,cluster,ОКЭД,Наименование основного вида деятельности,Наименование КРП,Юридическая форма,mean,count,sum
151,070240012499,76.949112,52.294821,892159024abffff,46690.0,Оптовая торговля прочими машинами и оборудованием,Малые предприятия (21-30),Юрлицо,86433.34,100.0,8643334.0
152,070340004540,76.985287,52.295862,89215902573ffff,10611.0,Производство муки,Малые предприятия (6 - 10),Юрлицо,,,
153,070340007674,77.025667,52.295096,892159021a7ffff,45321.0,"Розничная торговля автомобильными деталями, узлами и принадлежностями в торговых объектах с торговой площадью менее 2000 кв.м",Малые предприятия (6 - 10),Юрлицо,14765.863363095235,336.0,4961330.09
154,070340012046,76.96786,52.288023,89215902097ffff,22231.0,"Производство пластмассовых изделий, используемых в строительстве",Малые предприятия (<= 5),Юрлицо,176378.33333333334,6.0,1058270.0
155,070340014250,76.938548,52.295581,8921590248bffff,53200.0,Прочая почтовая и курьерская деятельность,Малые предприятия (11-15),Юрлицо,23108.153846153848,13.0,300406.0
156,070340015556,75.328291,51.736012,8921580037bffff,18120.0,Прочие виды печатного производства,Малые предприятия (<= 5),Юрлицо,,,
157,070340015962,76.928999,52.044765,8921590b317ffff,86230.0,Стоматологическая деятельность,Малые предприятия (16-20),Юрлицо,16625.0,12.0,199500.0
158,070364029765,76.804681,52.540174,8921598e02bffff,1132.0,"Выращивание овощей, их семян и рассады",Малые предприятия (<= 5),Совмест пред,,,
159,070440002062,76.949274,52.284734,89215902473ffff,79110.0,Деятельность туристских агентств,Малые предприятия (<= 5),Юрлицо,1660000.0,2.0,3320000.0
160,070440006263,76.985629,52.262251,892159022a7ffff,68202.0,Аренда (субаренда) и эксплуатация арендуемой недвижимости,Малые предприятия (<= 5),Юрлицо,1132460.0,1.0,1132460.0
161,070440013385,77.020007,52.268777,892159023afffff,52214.0,Деятельность автомобильных стоянок,Малые предприятия (<= 5),Юрлицо,20740.0,5.0,103700.0
162,070440014889,76.925855,52.297459,89215910a67ffff,77111.0,Аренда легковых автомобилей и легких автотранспортных средств,Малые предприятия (6 - 10),Юрлицо,400000.0,3.0,1200000.0
163,070640014162,76.948133,52.287428,8921590240fffff,79110.0,Деятельность туристских агентств,Малые предприятия (<= 5),Юрлицо,1021663.0,1.0,1021663.0
164,070740013673,75.326207,51.737367,8921580037bffff,47599.0,"Розничная торговля осветительными приборами и бытовыми товарами, не включенными в другие группировки, в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",Малые предприятия (<= 5),Юрлицо,15878.833333333334,30.0,476365.0
